,Times,X_mRNA_TetR,X_protein_TetR,X_mRNA_cI,X_protein_cI,X_mRNA_LacI,X_protein_LacI,Y_mRNA_TetR,Y_protein_TetR,Y_mRNA_cI,Y_protein_cI,Y_mRNA_LacI,Y_protein_LacI
17,0.37,-0.15199955577578067,-0.5540916985047142,-0.8110503385476466,-0.8591683732228127,-0.04464232724904263,-0.6995779671611064,-0.2832524176415414,-0.5266151518601722,-0.8144128231943676,-0.8626900217503843,0.46336259744175906,-0.27885755439037024
18,0.38,-0.15199955577578067,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.01712228145225927,-0.6995779671611064,-0.2832524176415414,-0.5207134178576932,-0.8144128231943676,-0.8626900217503843,0.5133044511212401,-0.27885755439037024
19,0.39,-0.15199955577578067,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.07409826360219939,-0.6518458303670055,-0.2832524176415414,-0.4993168664906552,-0.8144128231943676,-0.8626900217503843,0.5195688819164174,-0.25256344174788986
20,0.4,-0.15199955577578067,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.18653065867998314,-0.6469894668255682,-0.2832524176415414,-0.49319431624473214,-0.8144128231943676,-0.8626900217503843,0.5133044511212401,-0.27885755439037024
21,0.41000000000000003,-0.21792367464761064,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.295102605646959,-0.6206952166577991,-0.2832524176415414,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,0.5155783860837343,-0.27885755439037024
22,0.42,-0.21792367464761064,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.2620597046990955,-0.5743818302493672,-0.2832524176415414,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,0.5617201049376951,-0.27885755439037024
23,0.43,-0.21792367464761064,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.1996518577505687,-0.5418124661544917,-0.2832524176415414,-0.4174220103821045,-0.8144128231943676,-0.8626900217503843,0.5759329592511829,-0.2744908321276163
24,0.44,-0.21792367464761064,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.24473328531115077,-0.5418124661544917,-0.2832524176415414,-0.4174220103821045,-0.8144128231943676,-0.8626900217503843,0.5759329592511829,-0.2942370301076829
25,0.45,-0.21792367464761064,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.2620597046990955,-0.5279320768088845,-0.2832524176415414,-0.4174220103821045,-0.8144128231943676,-0.8626900217503843,0.6385614673811257,-0.3483921301473233
26,0.46,-0.2838477935194406,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.3247135183980609,-0.4868074500331129,-0.2832524176415414,-0.43404200904055434,-0.8144128231943676,-0.8626900217503843,0.7011899755110685,-0.3314457796753309
27,0.47000000000000003,-0.2838477935194406,-0.5121650916801097,-0.8110503385476466,-0.8591683732228127,0.3247135183980609,-0.48922396581895355,-0.2832524176415414,-0.46053474288756013,-0.8144128231943676,-0.8626900217503843,0.7011899755110685,-0.3577398923178112
28,0.48,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.3247135183980609,-0.47545689457188045,-0.2832524176415414,-0.44662844919763983,-0.8144128231943676,-0.8626900217503843,0.7638184836410113,-0.30515166703285057
29,0.49,-0.2838477935194406,-0.5540916985047142,-0.8110503385476466,-0.8591683732228127,0.3247135183980609,-0.4436546559211382,-0.2832524176415414,-0.4174220103821045,-0.8144128231943676,-0.8626900217503843,0.7011899755110685,-0.27948446833833585
30,0.5,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.3247135183980609,-0.49993766468327033,-0.2832524176415414,-0.4704981503974901,-0.8144128231943676,-0.8626900217503843,0.7638184836410113,-0.25256344174788986
31,0.51,-0.2838477935194406,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.4373194444195607,-0.48922396581895355,-0.2832524176415414,-0.4993168664906552,-0.8144128231943676,-0.8626900217503843,0.889075499900897,-0.1389840532603534
32,0.52,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.4500211457959917,-0.47306959394371223,-0.2832524176415414,-0.4993168664906552,-0.8144128231943676,-0.8626900217503843,0.889075499900897,-0.09965663846402802
33,0.53,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.3873673320970263,-0.44974129764220255,-0.2832524176415414,-0.4993168664906552,-0.8144128231943676,-0.8626900217503843,0.9517040080308397,-0.11994299898855017
34,0.54,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.3873673320970263,-0.35876971609260205,-0.2832524176415414,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,0.9517040080308397,-0.10914999494256208
35,0.55,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.3873673320970263,-0.38401874892067117,-0.2832524176415414,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,1.0411451913392291,-0.042210540608047235
36,0.56,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.4500211457959917,-0.3192356225375196,-0.2832524176415414,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,1.2022180405506109,-0.01907665279004625
37,0.5700000000000001,-0.2838477935194406,-0.5267911356408747,-0.8110503385476466,-0.8591683732228127,0.4627129263945838,-0.27886996447680074,-0.2832524176415414,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,1.3741044996624425,-0.015916427965566905
38,0.58,-0.2838477935194406,-0.5208889092570794,-0.8110503385476466,-0.8591683732228127,0.512674959494957,-0.27886996447680074,-0.2832524176415414,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,1.3901035649404392,0.004707493023170604
39,0.59,-0.2838477935194406,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.5189419214854415,-0.2525757143090316,-0.2832524176415414,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.3274750568104965,0.03828622204733951
40,0.6,-0.2838477935194406,-0.49336751172710974,-0.8110503385476466,-0.8591683732228127,0.512674959494957,-0.27886996447680074,-0.2832524176415414,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.284108048948962,0.0629659099618741
41,0.61,-0.2838477935194406,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,0.5149498132597645,-0.27886996447680074,-0.2832524176415414,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.3922519511580584,0.14184824788931508
42,0.62,-0.2838477935194406,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,0.5611101760585699,-0.27886996447680074,-0.2832524176415414,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.452732073070382,0.16178131622676736
43,0.63,-0.2838477935194406,-0.41758888418551665,-0.8110503385476466,-0.8591683732228127,0.5753287731939224,-0.2745032193749137,-0.34916469050736015,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.432477675279618,0.14184824788931508
44,0.64,-0.2838477935194406,-0.41758888418551665,-0.8110503385476466,-0.8591683732228127,0.5753287731939224,-0.2942495206329123,-0.4150769633731789,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.452732073070382,0.18440451884200165
45,0.65,-0.2838477935194406,-0.41758888418551665,-0.8110503385476466,-0.8591683732228127,0.6379825868928878,-0.3484049039183071,-0.4150769633731789,-0.4284683209093994,-0.8144128231943676,-0.8626900217503843,1.452732073070382,0.27331881110171674
46,0.66,-0.2838477935194406,-0.4342102694494648,-0.8110503385476466,-0.8591683732228127,0.7006364005918532,-0.3314584648123389,-0.4150769633731789,-0.4174220103821045,-0.8144128231943676,-0.8626900217503843,1.452732073070382,0.2558318182348597
47,0.67,-0.2838477935194406,-0.4607052135836776,-0.8110503385476466,-0.8591683732228127,0.7006364005918532,-0.357752714980108,-0.4150769633731789,-0.39146568226936856,-0.8144128231943676,-0.8626900217503843,1.452732073070382,0.29961292374419707
48,0.68,-0.2838477935194406,-0.44679775969250296,-0.8110503385476466,-0.8591683732228127,0.7632902142908186,-0.30516421464456983,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.452732073070382,0.3169520137520018
49,0.6900000000000001,-0.2838477935194406,-0.41758888418551665,-0.8110503385476466,-0.8591683732228127,0.7006364005918532,-0.2794968817036951,-0.4150769633731789,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.5153605812003248,0.37890289704182556
50,0.7000000000000001,-0.2838477935194406,-0.47066945234010277,-0.8110503385476466,-0.8591683732228127,0.7632902142908186,-0.2525757143090316,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.5779890893302677,0.43494509919913865
51,0.71,-0.2838477935194406,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.8885978416887493,-0.13899573177071226,-0.4150769633731789,-0.3502763269637008,-0.8144128231943676,-0.8626900217503843,1.5779890893302677,0.4836717122415594
52,0.72,-0.2838477935194406,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.8885978416887493,-0.0996681112814186,-0.4150769633731789,-0.3509148590181522,-0.8144128231943676,-0.8626900217503843,1.5779890893302677,0.45737759959907903
53,0.73,-0.2838477935194406,-0.4994905727770352,-0.8110503385476466,-0.8591683732228127,0.9512516553877146,-0.11995457790906838,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.6406175974602104,0.4857305669919603
54,0.74,-0.2838477935194406,-0.47219000991319565,-0.8110503385476466,-0.8591683732228127,0.9512516553877146,-0.10916151741276314,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.677787604395252,0.5099658248840397
55,0.75,-0.2838477935194406,-0.47219000991319565,-0.8110503385476466,-0.8591683732228127,1.04072897814929,-0.04222171296687875,-0.4150769633731789,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.7399664266309707,0.53625993752652
56,0.76,-0.2838477935194406,-0.47219000991319565,-0.8110503385476466,-0.8591683732228127,1.2018669101835762,-0.01908770415241571,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.5865044358744025
57,0.77,-0.2838477935194406,-0.47219000991319565,-0.8110503385476466,-0.8591683732228127,1.373822821447231,-0.015927462799109646,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.686971510743186,0.53625993752652
58,0.78,-0.2838477935194406,-0.47219000991319565,-0.8110503385476466,-0.8591683732228127,1.3898283512804723,0.004696566058287597,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.632911924563096
59,0.79,-0.2838477935194406,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,1.327174537581507,0.038275470708250325,-0.4150769633731789,-0.28093058353452,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.5901862950523389
60,0.8,-0.2838477935194406,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,1.2837900069201564,0.06295528770419767,-0.4150769633731789,-0.30588288272722547,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.7466128386663627
61,0.81,-0.2838477935194406,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,1.3919776055713913,0.14183803820750499,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.6954114460189372
62,0.8200000000000001,-0.2838477935194406,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,1.4524821649794377,0.16177121080027163,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.6797436179423609
63,0.8300000000000001,-0.3497719123912706,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,1.4322195832309743,0.14183803820750499,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.828503121850039,0.7902496198539902
64,0.84,-0.4156960312631005,-0.4448894470493562,-0.8110503385476466,-0.8591683732228127,1.4524821649794377,0.18439453174094686,-0.4150769633731789,-0.3082288689040369,-0.8144128231943676,-0.8626900217503843,1.828503121850039,0.8628584437652073
65,0.85,-0.4156960312631005,-0.428636116305841,-0.8110503385476466,-0.8591683732228127,1.4524821649794377,0.27330928904635055,-0.4150769633731789,-0.3082288689040369,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.8553811655174101
66,0.86,-0.4156960312631005,-0.41758888418551665,-0.8110503385476466,-0.8591683732228127,1.4524821649794377,0.2558222047178124,-0.4150769633731789,-0.28093058353452,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.8669020435084985
67,0.87,-0.4156960312631005,-0.39163039053787213,-0.8110503385476466,-0.8591683732228127,1.4524821649794377,0.29960353921411964,-0.4150769633731789,-0.28093058353452,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.8737306799992184
68,0.88,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.4524821649794377,0.3169427199100337,-0.4150769633731789,-0.28093058353452,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.9206314031708769
69,0.89,-0.4156960312631005,-0.3902883213216772,-0.8110503385476466,-0.8591683732228127,1.515135978678403,0.3788939272196572,-0.4150769633731789,-0.28093058353452,-0.8144128231943676,-0.8626900217503843,1.7146122066299392,0.9569657398062054
70,0.9,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.5777897923773685,0.43493642249277686,-0.4150769633731789,-0.2722764616596242,-0.8144128231943676,-0.8626900217503843,1.6406175974602104,1.0358480777336463
71,0.91,-0.4156960312631005,-0.3504375988067443,-0.8110503385476466,-0.8591683732228127,1.5777897923773685,0.48366329038850336,-0.4150769633731789,-0.2545611798071561,-0.8144128231943676,-0.8626900217503843,1.5779890893302677,0.9832598524486856
72,0.92,-0.4156960312631005,-0.35107618413388697,-0.8110503385476466,-0.8591683732228127,1.5777897923773685,0.45736904022073427,-0.4150769633731789,-0.3082288689040369,-0.8144128231943676,-0.8626900217503843,1.4613519409662536,0.9832598524486856
73,0.93,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.6404436060763339,0.48572215590726897,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.452732073070382,0.918481862524123
74,0.9400000000000001,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.677628631861483,0.5099575405562725,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.3901035649404392,0.886823840830047
75,0.9500000000000001,-0.4156960312631005,-0.3902883213216772,-0.8110503385476466,-0.8591683732228127,1.7398325779669026,0.5362517907240416,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.5153605812003248,0.941786177693431
76,0.96,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.5864965518641787,-0.4150769633731789,-0.3082288689040369,-0.8144128231943676,-0.8626900217503843,1.655990303094461,0.930671627163725
77,0.97,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.686816249043076,0.5362517907240416,-0.4150769633731789,-0.3082288689040369,-0.8144128231943676,-0.8626900217503843,1.7825626057788662,0.930671627163725
78,0.98,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.6329042832765331,-0.4150769633731789,-0.28093058353452,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.960866478852248
79,0.99,-0.4156960312631005,-0.2810860698663191,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.5901784302992299,-0.4150769633731789,-0.2536322981650031,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.9738495276792739
80,1.0,-0.4156960312631005,-0.3060404508278602,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.7466057920661945,-0.4150769633731789,-0.2910110351035761,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.9832598524486856
81,1.01,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.6954041316216996,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.765874613720096,1.060669167395232
82,1.02,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.6797362215981638,-0.4150769633731789,-0.3082288689040369,-0.8144128231943676,-0.8626900217503843,1.781461858650744,1.009553965091166
83,1.03,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.82840504717323,0.7902428014859367,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.9451633519496664
84,1.04,-0.4156960312631005,-0.30838663273015865,-0.8110503385476466,-0.8591683732228127,1.82840504717323,0.8628520051608527,-0.4150769633731789,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.9724695579625487
85,1.05,-0.4156960312631005,-0.30838663273015865,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.855374687804877,-0.4150769633731789,-0.38808378439004615,-0.8144128231943676,-0.8626900217503843,1.7032461055901533,0.9832598524486856
86,1.06,-0.4156960312631005,-0.2810860698663191,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.8668956260532593,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.765874613720096,1.0019543818938057
87,1.07,-0.4156960312631005,-0.2810860698663191,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.8737242982595866,-0.4150769633731789,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.9945816218865736
88,1.08,-0.4156960312631005,-0.2810860698663191,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.9206252667346553,-0.4150769633731789,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.7261387829326886,0.9832598524486856
89,1.09,-0.4156960312631005,-0.2810860698663191,-0.8110503385476466,-0.8591683732228127,1.714468113382639,0.9569597934083474,-0.4150769633731789,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.765874613720096,1.0242385509251566
90,1.1,-0.4156960312631005,-0.27243122597855074,-0.8110503385476466,-0.8591683732228127,1.6404436060763339,1.0358425439116545,-0.4150769633731789,-0.3694447729178203,-0.8144128231943676,-0.8626900217503843,1.765874613720096,1.0358480777336463
91,1.11,-0.4156960312631005,-0.2547144661411727,-0.8110503385476466,-0.8591683732228127,1.5777897923773685,0.9832540435761165,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.765874613720096,1.0296725155434914
92,1.12,-0.4156960312631005,-0.30838663273015865,-0.8110503385476466,-0.8591683732228127,1.4611055158045458,0.9832540435761165,-0.4150769633731789,-0.3628254396430707,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.9920745620227432
93,1.1300000000000001,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.4524821649794377,0.918475714845225,-0.48098923623899764,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.765874613720096,0.9819278264872009
94,1.1400000000000001,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.3898283512804723,0.8868175275711716,-0.48098923623899764,-0.3355271542735538,-0.8144128231943676,-0.8626900217503843,1.8088989346846902,0.9569657398062054
95,1.1500000000000001,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.515135978678403,0.941780151902376,-0.48098923623899764,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.828503121850039,0.9487537269617204
96,1.16,-0.4156960312631005,-0.30838663273015865,-0.8110503385476466,-0.8591683732228127,1.655822523180011,0.9306655432405783,-0.48098923623899764,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.828503121850039,0.9190273055334343
97,1.17,-0.4156960312631005,-0.30838663273015865,-0.8110503385476466,-0.8591683732228127,1.7824459684548686,0.9306655432405783,-0.48098923623899764,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.828503121850039,0.9276146899745158
98,1.18,-0.4156960312631005,-0.2810860698663191,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.9608605528563054,-0.48098923623899764,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.828503121850039,0.8866068686866158
99,1.19,-0.4156960312631005,-0.2537855070024796,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.9738436695881725,-0.48098923623899764,-0.3901237250125876,-0.8144128231943676,-0.8626900217503843,1.8911316299799816,0.8268715247803093
100,1.2,-0.4156960312631005,-0.2911673624468493,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.9832540435761165,-0.48098923623899764,-0.41763367074412744,-0.8144128231943676,-0.8626900217503843,2.0790171543698097,0.8254951765938037
101,1.21,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,1.0606637633942224,-0.48098923623899764,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,2.0790171543698097,0.8949136119389507
102,1.22,-0.4156960312631005,-0.30838663273015865,-0.8110503385476466,-0.8591683732228127,1.7813447765607244,1.0095482937438855,-0.48098923623899764,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,2.0846222000442705,0.8780834018787643
103,1.23,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.9451573438221421,-0.48098923623899764,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,2.0790171543698097,0.9012333978729946
104,1.24,-0.4156960312631005,-0.3356871955939981,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.972463692653834,-0.48098923623899764,-0.4720185811211383,-0.8144128231943676,-0.8626900217503843,2.0790171543698097,1.0057455878568817
105,1.25,-0.4156960312631005,-0.388248210507011,-0.8110503385476466,-0.8591683732228127,1.7030974197752993,0.9832540435761165,-0.48098923623899764,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,2.016388646239867,1.0013878281518303
106,1.26,-0.4156960312631005,-0.36298775845783765,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,1.0019486707986591,-0.48098923623899764,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,2.016388646239867,1.0058018210481428
107,1.27,-0.4156960312631005,-0.3902883213216772,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,0.9945758722299068,-0.48098923623899764,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.843999899840563,1.088436303018607
108,1.28,-0.4156960312631005,-0.3902883213216772,-0.8110503385476466,-0.8591683732228127,1.7259993470943054,0.9832540435761165,-0.48098923623899764,-0.4447202957516214,-0.8144128231943676,-0.8626900217503843,1.828503121850039,1.02622923128902
109,1.29,-0.4156960312631005,-0.3902883213216772,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,1.024232956382214,-0.5469015091048164,-0.42658750217943925,-0.8144128231943676,-0.8626900217503843,1.8911316299799816,1.1147304156610873
110,1.3,-0.4156960312631005,-0.36960764398316814,-0.8110503385476466,-0.8591683732228127,1.7657512334742647,1.0358425439116545,-0.5469015091048164,-0.4174220103821045,-0.8144128231943676,-0.8626900217503843,1.8911316299799816,1.0678742137005501
